Ingredient Name,Unit of Measurement,Purchase Unit,Conversion Factor,Cost Per Unit,Category,Description,Minimum Stock Level,Current Stock,Storage Temperature,Is Perishable,Shelf Life Days,Brand,Active,Available
CHALLAN BOOK BIG,piece,PIECE,1,111.94,other,,1,,,,,,,
CHALLAN BOOK SMALL,piece,PIECE,1,39.53,other,,,,,,,,,
CLIP BAND,piece,PIECE,1,3,other,,,,,,,,,
DORI FILE,piece,PIECE,1,10,other,,,,,,,,,
DRIVER LONG BOOK,piece,PIECE,1,55,other,,,,,,,,,
DUPLICATE BOOK,piece,PIECE,1,20.91,other,,,,,,,,,
FEVISTICK,piece,PIECE,1,24.09,other,,,,,,,,,
FILE BOX BIG,piece,PIECE,1,85,other,,,,,,,,,
FILE MINI,piece,PIECE,1,60,other,,,,,,,,,
FILE VOUCHER,piece,PIECE,1,12,other,,,,,,,,,
GATE PASS BOOK,piece,PIECE,1,121,other,,,,,,,,,
GUEST KEY POCKET,piece,PIECE,1,2.9,other,,,,,,,,,
HIGHLIGHTER,piece,PIECE,1,24.55,other,,,,,,,,,
L FOLDER,piece,PIECE,1,8,other,,,,,,,,,
LATTER PAID HKI,piece,PIECE,1,1.87,other,,,,,,,,,
LIFAFA ALL,piece,PIECE,1,1.99,other,,,,,,,,,
MACHINE STEPLER,piece,PIECE,1,30,other,,,,,,,,,
MARKER BIG PARMANET,piece,PIECE,1,13.21,other,,,,,,,,,
MARKER SMALL PARMANET,piece,PIECE,1,8.23,other,,,,,,,,,
MARKER WHITE BORD MARKER,piece,PIECE,1,17.66,other,,,,,,,,,
PAPER RIN A4,Packet,PACKET,1,231.6,other,,,,,,,,,
PEN,piece,PIECE,1,2.76,other,,,,,,,,,
PEN UNIBULL,piece,PIECE,1,80,other,,,,,,,,,
PENCEL,piece,PIECE,1,4.43,other,,,,,,,,,
PURCHASE BOOK,piece,PIECE,1,70,other,,,,,,,,,
RAGISTER,piece,PIECE,1,102.06,other,,,,,,,,,
RAGISTER ATTENDENCE,piece,PIECE,1,102.26,other,,,,,,,,,
RAGISTER DAILY STOCK,piece,PIECE,1,368.97,other,,,,,,,,,
RAGISTER DUTY ALLOTMENT,piece,PIECE,1,220,other,,,,,,,,,
RAGISTER ENTERY,piece,PIECE,1,588,other,,,,,,,,,
RAGISTER FLOOR SECTICTION,piece,PIECE,1,119,other,,,,,,,,,
RAGISTER GROOMING,piece,PIECE,1,220,other,,,,,,,,,
RAGISTER HAND OVER,piece,PIECE,1,178.18,other,,,,,,,,,
RAGISTER MASSAGE,piece,PIECE,1,358.33,other,,,,,,,,,
RAGISTER OP,piece,PIECE,1,260,other,,,,,,,,,
RAGISTER ROOM S,piece,PIECE,1,130,other,,,,,,,,,
RAGISTER SABJI ODER,piece,PIECE,1,190,other,,,,,,,,,
ROOM SERVICE ORDER CONTROL SHE,Packet,PACKET,1,170,other,,,,,,,,,
STAF GATE PASS BOOK,piece,PIECE,1,95.83,other,,,,,,,,,
STAM PAID,piece,PIECE,1,30,other,,,,,,,,,
STEAKER,Packet,PACKET,1,25,other,,,,,,,,,
STEPLER PIN BIG,piece,PIECE,1,15.96,other,,,,,,,,,
STEPLER PIN SMALL,piece,PIECE,1,9.93,other,,,,,,,,,
"STORE BOOK
STORE BOOK",piece,PIECE,1,199,other,,,,,,,,,
VEGETABLE BOOK,piece,PIECE,1,175,other,,,,,,,,,
VISITOR GATE PASS BOOK,piece,PIECE,1,99.17,other,,,,,,,,,
VOUCHER CASH JAMA,piece,PIECE,1,48.53,other,,,,,,,,,
VOUCHER CASH PAYMENT,piece,PIECE,1,48.39,other,,,,,,,,,
VOUCHER SALARY,piece,PIECE,1,63.64,other,,,,,,,,,
WHITENER,piece,PIECE,1,17.83,other,,,,,,,,,
GAS ,Gallon,TANK,1,1900,Other,,11,,,,,,,
WATER jar,liter,jar,2000,25,other,,,,,,,,,
COAL WOODEN,packet,packet,1,35,Other,,,,,,,,,
COAL STONE,packet,packet,1,28,Other,,,,,,,,,
CARAMEL SYRUP ,bottle,bottle,1000,770,other,,,,,,,MTSR,,
CHOCOLATE SYRUP ,bottle,bottle,700 ,760,other,,,,,,,MTSR,,
CINNAMON SYRUP ,bottle,bottle,1000,860,other,,,,,,,MTSR,,
ELDERFLOWER SYRUP ,bottle,bottle,1000,860,other,,,,,,,MTSR,,
HAZEINUT SYRUP ,bottle,bottle,1000,860,other,,,,,,,MTSR,,
LEMON ICE TEA ,bottle,bottle,1000,860,other,,,,,,,MTSR,,
LRISH CREAM SYRUP ,bottle,bottle,1000,700,other,,,,,,,MTSR,,
PEACH SYRUP ,bottle,bottle,1000,860,other,,,,,,,MTSR,,
VANILLA SYRUP ,bottle,bottle,1000,860,other,,,,,,,MTSR,,
DRY YEAST,Packet,PACKET,500G,170.35,Bakery,,,,,,,ANGEL,,
EGG FREE RED VELVETCAKE MIX ,Packet,PACKET,1000,300,Bakery,,,,,,,CALPRO ,,
EGG FREE RED VELVETCAKE MIX ,Packet,PACKET,5000,1500,Bakery,,,,,,,CALPRO ,,
ALMOND PASTE,Packet,PACKET,1000,888.24,Bakery,,,,,,,CELEBRE,,
LIQUID FOOD COLOUR YELLOW,Packet,PACKET,200 ,75,Bakery,,,,,,,COLOUR MIST,,
LIQUID FOOD COLOUR PURPLE,Packet,PACKET,200 ,75,Bakery,,,,,,,COLOUR MIST,,
LIQUID FOOD COLOUR BLUE,Packet,PACKET,200 ,75,Bakery,,,,,,,COLOUR MIST,,
LIQUID FOOD COLOUR GREEN,Packet,PACKET,200 ,75,Bakery,,,,,,,COLOUR MIST,,
LIQUID FOOD COLOUR BROWN,Packet,PACKET,200 ,240,Bakery,,,,,,,COLOUR MIST,,
LIQUID FOOD COLOUR ORANGE ,Packet,PACKET,200 ,240,Bakery,,,,,,,COLOUR MIST,,
LIQUID FOOD COLOUR RED,Packet,PACKET,200 ,240,Bakery,,,,,,,COLOUR MIST,,
BUTTERSCOTCH NUTS 1Kg,piece,PIECE,1000,180,Bakery,,,,,,,CHOCOVILLE,,
FEUILLETINE FRENCH BISCUIT,Packet,PACKET,200 ,160,Bakery,,,,,,,MICS,,
BLUEBERRY FROZEN,Packet,PACKET,1000,1516.67,Bakery,,,,,,,DIRA,,
BLUEBERRY PUREE,Packet,PACKET,1000,1400,Bakery,,,,,,,DIRA,,
STRAWBERRY FROZEN,Packet,PACKET,2500,1937.5,Bakery,,,,,,,DIRA,,
STRAWVERRY PUREE,Packet,PACKET,1000,990,Bakery,,,,,,,DIRA,,
MASCARPONE,Packet,PACKET,500 ,350,Bakery,,,,,,,DILECTA,,
BAKING POWDER ,Packet,PACKET,100 ,30,Bakery,,,,,,,WEIKFIELD ,,
ROSE WHITE FLAVOUR,Packet,PACKET,500 ,449.34,Bakery,,,,,,,IFF,,
VANILLA 2000 POWDER,Packet,PACKET,500 ,180,Bakery,,,,,,,IFF,,
VANILLA FLAVOUR NO1,Packet,PACKET,500 ,335.28,Bakery,,,,,,,IFF,,
ALMOUD SPECIAL ,piece,PIECE,500 ,468,Bakery,,,,,,,LEZ,,
BISCOFF SPRED,Packet,PACKET,400 ,480,Bakery,,,,,,,LOTUS,,
BLACK CURRENT CRUSH,bottle,bottle,1000,190,Bakery,,,,,,,MORDE,,
MILK COMPOUND,piece,PIECE,500 ,170,Bakery,,,,,,,MORDE,,
DARK CHOCOLATE (D45),piece,PIECE,500 ,486,Bakery,,,,,,,MORDE,,
CLASSIC BAG,Packet,PACKET,500 ,1550,Bakery,,,,,,,NESCAFE,,
CHOCO WAFER ROLLS,Packet,PACKET,250 ,80,Bakery,,,,,,,MICS,,
MILK MAID ,Liter ,TIN,380 ,140.9,Bakery,,,,,,,NESTLE,,
PREMIUM EGGFREE CHOCOLATE,Packet,PACKET,5000,1258.73,Bakery,,,,,,,PILLSBURY,,
PREMIUM EGGFREE VANILLA,Packet,PACKET,5000,1009.55,Bakery,,,,,,,PILLSBURY,,
BAKING SODA,Packet,PACKET,500 ,59.72,Bakery,,,,,,,WEIKFIELD ,,
CHOCOLATE GEL,Packet,PACKET,1000,228,Bakery,,,,,,,PURIX ,,
GLUCOSE SYRUP,Packet,PACKET,1000,181.42,Bakery,,,,,,,PURIX ,,
PECTIN,piece,PIECE,75 G,368,Bakery,,,,,,,PURIX ,,
BLANCED SLICED ALMOND,Packet,PACKET,1000,1280,Bakery,,,,,,,RICH'S,,
BV CARAMEL SYRUP,Packet,PACKET,1300,240,Bakery,,,,,,,RICH'S,,
BV CHOCOLATE SYRUP,Packet,PACKET,1300,240,Bakery,,,,,,,RICH'S,,
HAZELNUT CHOCO SPREAD,Packet,PACKET,1000,252,Bakery,,,,,,,RICH'S,,
ALPHABET MIX SPRINKLE,Packet,PACKET,130 ,208,Bakery,,,,,,,RAPLAP,,
BLANCED ALMOND POWDER,Packet,PACKET,1000,1100,Bakery,,,,,,,RAPLAP,,
CALCIUM POWDER,Packet,PACKET,1000,496.52,Bakery,,,,,,,RAPLAP,,
CALCIUM POWDER,Packet,PACKET,800 ,480,Bakery,,,,,,,RAPLAP,,
DARK COMPOUND CHIPS,Packet,PACKET,1000,394.44,Bakery,,,,,,,RAPLAP,,
GLAZE CHOCOLATE,Packet,PACKET,2500,400,Bakery,,,,,,,RAPLAP,,
HAZELNUT KERNAL,Packet,PACKET,500 ,1143.75,Bakery,,,,,,,RAPLAP,,
LUSTER DUST GOLD,Packet,PACKET,50  ,960,Bakery,,,,,,,RAPLAP,,
LUSTER DUST SILVER ,Packet,PACKET,50  ,960,Bakery,,,,,,,RAPLAP,,
PEARL BALL RED MINI,Packet,PACKET,500 ,640,Bakery,,,,,,,RAPLAP,,
WHEAT GLUTEN,Packet,PACKET,1000,360,Bakery,,,,,,,RAPLAP,,
CLASSIC BREAKFAST SUGAR,Packet,PACKET,1000,75,Bakery,,,,,,,TRUST,,
GOLD BROWN SUGAR,Packet,PACKET,1000,120,Bakery,,,,,,,TRUST,,
CASTER SUGAR,Packet,PACKET,1000,75,Bakery,,,,,,,UTTAM,,
ICING SUGAR,Packet,PACKET,1000,70.49,Bakery,,,,,,,UTTAM,,
DARK CHOCOLATE 46.5%,Packet,PACKET,1000,1050,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
MILK CHOCOLATE 35.6%,Packet,PACKET,1000,1180,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
WHITE CHOCOLATE,Packet,PACKET,1000,1300,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
COCOA POWDER,Packet,PACKET,1000,1080,Bakery,,,,,,,VAN HOUTEN PROFESSIONAL,,
UNSALTED BUTTER,Packet,PACKET,500 ,280,Bakery,,,,,,,DYNAMIX,,
UNSALTED BUTTER,Packet,PACKET,500 ,300,Bakery,,,,,,,PRESIDENT ,,
MILK POWDER,Packet,PACKET,1000,400,Bakery,,,,,,,SKIMMED,,
"10""CAKE BASE ROUND BLACK-MDF",piece,PIECE,1,7.79,other,,,,,,,,,
"10""CAKE BASE SQUARE BLACK-MDF",piece,PIECE,1,7.79,other,,,,,,,,,
250 ML PAPER TRAY(50),Packet,PACKET,1,145.07,other,,,,,,,,,
4426 PAPER CUPS (1000PC),piece,PIECE,1,315.38,other,,,,,,,,,
500 ML PAPER TRAY (50PC),Packet,PACKET,1,200.45,other,,,,,,,,,
5030 PAPER CUPS (1000PC),piece,PIECE,1,400,other,,,,,,,,,
5037.5 CUPS 1000PC,piece,PIECE,1,420,other,,,,,,,,,
"8"" CAKE BASE SQUARE BLACK-MDF",piece,PIECE,1,4.48,other,,,,,,,,,
"8""CAKE BASE ROUND BLACK -MDF",piece,PIECE,1,4.48,other,,,,,,,,,
ACRYLIC CONTAINERRECTANGLE300M,piece,PIECE,1,25,other,,,,,,,,,
"ACRYLIC SMALL RECTANGLE DESERT
BOX (N59)",piece,PIECE,1,25,other,,,,,,,,,
CAKE BASE BOARD 10*10,piece,PIECE,1,9.99,other,,,,,,,,,
CAKE BASE BOARD 14*14,piece,PIECE,1,25,other,,,,,,,,,
CAKE BASE BOARD 16*16,piece,PIECE,1,30,other,,,,,,,,,
CAKE BASE BOARD BOARD 8*8,piece,PIECE,1,8,other,,,,,,,,,
CAKE BASE RAOUND 5*5,piece,PIECE,1,5,other,,,,,,,,,
BOLO PAPER CUPS,piece,PIECE,1,9.99,other,,,,,,,,,
SMALL DREAM TIN,Packet,PACKET,1,30,other,,,,,,,,,
SQUARE FOOD CONTAINER (50),Packet,PACKET,50,920,other,,,,,,,,,
TRIANGLE PASTRY BOX,Packet,PACKET,100,949.99,other,,,,,,,,,
